"country","department","COD","municipality","scale","year","bronchitis","myocardial","bronchial_emphysema","cerebral_infarction","conduct_cardiac","laryngitis","acute_resp","chronic_resp","pharyngitis","pneumonia","tonsillitis","tracheitis","neoplasm_respiratory","malaria","cutaneous_leishmaniasis","visceral_leishmaniasis","chagas","rickettsia"
"Ecuador","Esmeraldas","EC080450","Rosa Zarate (Quininde)","parroquia",2020,1,NA,NA,1,NA,NA,NA,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080550","San Lorenzo","parroquia",2015,8,1,4,NA,NA,2,2,3,NA,111,NA,NA,NA,78,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080550","San Lorenzo","parroquia",2016,9,NA,5,4,NA,NA,1,5,NA,67,NA,NA,NA,92,NA,NA,8,NA
"Ecuador","Esmeraldas","EC080550","San Lorenzo","parroquia",2019,2,3,13,NA,NA,NA,3,6,4,66,3,NA,NA,89,1,NA,NA,NA
"Ecuador","Esmeraldas","EC080550","San Lorenzo","parroquia",2020,1,2,4,NA,NA,1,3,4,2,17,1,NA,NA,20,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080650","Atacames","parroquia",2015,NA,NA,15,NA,1,2,NA,8,NA,110,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080650","Atacames","parroquia",2016,4,NA,10,2,NA,2,NA,15,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080650","Atacames","parroquia",2019,2,NA,14,NA,NA,3,2,7,NA,99,4,NA,NA,2,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080650","Atacames","parroquia",2020,3,NA,2,NA,NA,NA,NA,3,1,41,1,NA,NA,1,NA,NA,NA,NA
"Ecuador","Galapagos","EC200150","Puerto Baquerizo Moreno","parroquia",2015,2,NA,5,1,2,NA,1,1,1,7,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200150","Puerto Baquerizo Moreno","parroquia",2016,1,1,8,3,1,1,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200150","Puerto Baquerizo Moreno","parroquia",2019,2,NA,3,1,NA,1,3,4,2,10,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200150","Puerto Baquerizo Moreno","parroquia",2020,6,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200350","Puerto Ayora","parroquia",2015,NA,1,2,NA,1,5,4,7,NA,17,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200350","Puerto Ayora","parroquia",2016,1,NA,1,1,4,17,17,3,1,16,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200350","Puerto Ayora","parroquia",2019,2,3,6,NA,7,12,10,3,NA,21,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200350","Puerto Ayora","parroquia",2020,3,1,NA,NA,1,1,1,NA,1,10,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090150","Guayaquil","parroquia",2015,133,652,192,503,108,322,561,252,73,2468,219,4,23,NA,1,NA,2,4
"Ecuador","Guayas","EC090150","Guayaquil","parroquia",2016,163,627,163,445,112,303,638,199,84,2531,219,3,17,3,2,NA,1,2
"Ecuador","Guayas","EC090158","Tenguel","parroquia",2015,NA,NA,1,NA,NA,NA,2,2,NA,9,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090158","Tenguel","parroquia",2016,1,NA,NA,NA,NA,1,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090158","Tenguel","parroquia",2019,NA,NA,NA,NA,NA,NA,NA,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090158","Tenguel","parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090450","Balzar","parroquia",2015,3,NA,NA,NA,NA,2,2,5,NA,64,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090450","Balzar","parroquia",2016,1,2,5,1,NA,NA,NA,4,NA,64,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090450","Balzar","parroquia",2019,6,1,11,2,1,4,1,1,NA,73,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090450","Balzar","parroquia",2020,1,NA,3,1,NA,NA,NA,1,1,28,3,1,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090650","Daule","parroquia",2015,NA,5,NA,NA,NA,1,1,1,NA,78,6,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090650","Daule","parroquia",2016,NA,4,NA,4,1,1,2,1,NA,70,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090650","Daule","parroquia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090750","Eloy Alfaro (Duran)","parroquia",2015,NA,1,4,3,NA,3,3,1,NA,11,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090750","Eloy Alfaro (Duran)","parroquia",2016,NA,5,5,6,2,3,5,3,1,19,7,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090850","Velasco Ibarra (Cab. El Empalme)","parroquia",2015,NA,1,1,1,NA,1,2,5,NA,77,8,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090850","Velasco Ibarra (Cab. El Empalme)","parroquia",2016,4,3,2,NA,1,8,9,6,1,62,4,NA,NA,2,NA,NA,NA,NA
"Ecuador","Guayas","EC090850","Velasco Ibarra (Cab. El Empalme)","parroquia",2019,1,3,4,NA,NA,35,35,3,2,26,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090850","Velasco Ibarra (Cab. El Empalme)","parroquia",2020,NA,3,4,4,1,11,11,NA,5,17,NA,NA,3,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090950","El Triunfo","parroquia",2015,NA,NA,NA,1,NA,NA,NA,NA,1,41,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090950","El Triunfo","parroquia",2016,NA,NA,NA,NA,1,1,1,3,NA,28,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090950","El Triunfo","parroquia",2019,NA,NA,2,NA,NA,3,3,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090950","El Triunfo","parroquia",2020,NA,NA,NA,NA,1,NA,NA,1,1,38,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091050","Milagro","parroquia",2015,25,21,73,34,4,18,21,39,3,412,20,2,NA,1,NA,NA,NA,NA
"Ecuador","Guayas","EC091050","Milagro","parroquia",2016,49,20,52,76,10,33,66,41,14,361,67,2,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091050","Milagro","parroquia",2019,54,2,77,61,3,11,22,27,5,161,26,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091050","Milagro","parroquia",2020,13,16,33,41,3,5,9,8,5,99,10,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091150","Naranjal","parroquia",2015,NA,NA,NA,NA,NA,NA,NA,6,1,51,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091150","Naranjal","parroquia",2016,4,1,1,1,NA,NA,2,1,2,71,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091150","Naranjal","parroquia",2019,NA,1,NA,1,NA,3,2,NA,1,48,NA,NA,NA,2,NA,NA,NA,NA
"Ecuador","Guayas","EC091150","Naranjal","parroquia",2020,1,2,1,NA,NA,NA,NA,3,3,23,NA,NA,NA,1,NA,NA,NA,NA
"Ecuador","Guayas","EC091250","Naranjito","parroquia",2015,NA,NA,3,NA,NA,2,2,4,2,25,7,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091250","Naranjito","parroquia",2016,1,1,1,NA,NA,5,9,NA,6,26,5,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091250","Naranjito","parroquia",2019,NA,2,1,NA,NA,NA,NA,3,2,25,8,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091250","Naranjito","parroquia",2020,NA,NA,1,1,NA,1,1,1,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091450","Pedro Carbo","parroquia",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091650","Samborondon","parroquia",2015,NA,7,2,NA,1,NA,2,1,6,16,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091650","Samborondon","parroquia",2016,NA,3,1,1,5,2,10,1,2,20,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091650","Samborondon","parroquia",2019,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091650","Samborondon","parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091850","Santa Lucia","parroquia",2015,NA,NA,NA,NA,NA,40,40,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091850","Santa Lucia","parroquia",2016,NA,NA,NA,NA,NA,62,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091950","El Salitre (Las Ramas)","parroquia",2015,NA,3,2,NA,NA,1,1,4,NA,94,1,NA,NA,1,NA,NA,NA,NA
"Ecuador","Guayas","EC091950","El Salitre (Las Ramas)","parroquia",2016,1,3,2,NA,NA,NA,NA,3,NA,157,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091950","El Salitre (Las Ramas)","parroquia",2019,NA,1,8,NA,NA,4,3,8,NA,103,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC091950","El Salitre (Las Ramas)","parroquia",2020,NA,1,2,NA,NA,NA,NA,8,NA,59,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092050","San Jacinto de Yaguachi","parroquia",2015,1,4,NA,1,1,2,1,1,NA,34,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092050","San Jacinto de Yaguachi","parroquia",2016,1,2,NA,NA,NA,NA,NA,NA,1,29,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092050","San Jacinto de Yaguachi","parroquia",2019,4,1,NA,NA,NA,3,3,2,1,32,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092050","San Jacinto de Yaguachi","parroquia",2020,NA,NA,1,NA,NA,NA,NA,2,NA,14,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092056","Virgen de Fatima","parroquia",2015,NA,NA,NA,NA,NA,4,4,5,2,9,6,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092056","Virgen de Fatima","parroquia",2016,NA,NA,NA,NA,NA,7,7,7,6,12,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092056","Virgen de Fatima","parroquia",2019,1,NA,NA,NA,NA,8,9,5,2,19,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092056","Virgen de Fatima","parroquia",2020,NA,NA,2,NA,NA,NA,1,5,3,15,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092150","General Villamil (Playas)","parroquia",2015,NA,4,NA,1,NA,2,1,6,NA,84,2,NA,NA,1,NA,NA,NA,NA
"Ecuador","Guayas","EC092150","General Villamil (Playas)","parroquia",2016,NA,7,2,NA,NA,1,2,8,2,91,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092150","General Villamil (Playas)","parroquia",2019,3,1,NA,NA,NA,1,NA,2,1,73,1,NA,1,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092150","General Villamil (Playas)","parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092350","Coronel Marcelino Maridue├▒a (San Carlos)","parroquia",2015,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092350","Coronel Marcelino Maridue├▒a (San Carlos)","parroquia",2016,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092350","Coronel Marcelino Maridue├▒a (San Carlos)","parroquia",2019,3,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092350","Coronel Marcelino Maridue├▒a (San Carlos)","parroquia",2020,NA,NA,NA,NA,NA,2,3,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA
"Ecuador","Guayas","EC092450","Lomas de Sargentillo","parroquia",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092450","Lomas de Sargentillo","parroquia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092450","Lomas de Sargentillo","parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092850","Isidro Ayora","parroquia",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092850","Isidro Ayora","parroquia",2016,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC092850","Isidro Ayora","parroquia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Imbabura","EC100150","San Miguel de Ibarra","parroquia",2015,42,15,112,58,2,15,86,61,5,642,16,NA,NA,1,2,2,NA,NA
"Ecuador","Imbabura","EC100150","San Miguel de Ibarra","parroquia",2016,43,9,79,73,1,15,119,78,9,670,13,NA,NA,2,NA,NA,NA,NA
"Ecuador","Imbabura","EC100150","San Miguel de Ibarra","parroquia",2019,56,8,33,41,NA,4,25,45,6,257,14,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Imbabura","EC100150","San Miguel de Ibarra","parroquia",2020,23,9,22,41,4,1,13,15,4,160,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Imbabura","EC100250","Atuntaqui","parroquia",2015,NA,1,8,NA,1,1,2,2,1,48,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Imbabura","EC100250","Atuntaqui","parroquia",2016,NA,1,7,1,1,NA,2,5,1,70,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Imbabura","EC100250","Atuntaqui","parroquia",2019,NA,NA,6,NA,NA,1,NA,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Imbabura","EC100250","Atuntaqui","parroquia",2020,NA,NA,3,NA,NA,NA,NA,1,NA,18,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Imbabura","EC100350","Cotacachi","parroquia",2015,13,NA,5,1,NA,2,1,6,NA,75,6,NA,1,NA,NA,NA,NA,NA
"Ecuador","Imbabura","EC100350","Cotacachi","parroquia",2016,13,NA,4,NA,NA,2,NA,5,1,50,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Imbabura","EC100350","Cotacachi","parroquia",2019,NA,NA,9,1,NA,2,NA,NA,NA,65,1,NA,NA,NA,1,NA,NA,NA
"Ecuador","Imbabura","EC100350","Cotacachi","parroquia",2020,NA,NA,9,NA,NA,NA,NA,1,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Imbabura","EC100450","Otavalo","parroquia",2015,NA,NA,43,NA,NA,1,2,16,1,247,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Imbabura","EC100450","Otavalo","parroquia",2016,4,NA,36,NA,NA,3,1,8,NA,276,1,1,NA,1,NA,NA,NA,NA
"Ecuador","Loja","EC110150","Loja","parroquia",2015,32,36,134,46,3,27,30,65,16,951,11,NA,NA,1,NA,NA,NA,NA
"Ecuador","Loja","EC110150","Loja","parroquia",2016,22,40,153,57,8,25,47,55,12,996,23,1,1,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110161","Vilcabamba (Victoria)","parroquia",2015,NA,NA,NA,NA,NA,NA,NA,5,3,12,5,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110161","Vilcabamba (Victoria)","parroquia",2016,NA,1,NA,NA,NA,NA,1,4,NA,23,6,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110161","Vilcabamba (Victoria)","parroquia",2019,NA,NA,8,1,2,NA,NA,3,2,25,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110161","Vilcabamba (Victoria)","parroquia",2020,NA,NA,1,NA,NA,NA,NA,NA,1,11,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110250","Cariamanga","parroquia",2015,1,1,2,NA,NA,4,4,7,NA,48,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110250","Cariamanga","parroquia",2016,8,1,9,NA,1,4,4,11,4,63,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110250","Cariamanga","parroquia",2019,3,7,6,1,NA,3,2,12,4,56,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110250","Cariamanga","parroquia",2020,1,4,3,1,NA,NA,NA,1,NA,31,1,NA,NA,NA,NA,NA,1,NA
"Ecuador","Loja","EC110650","Amaluza","parroquia",2015,1,NA,2,NA,1,2,1,4,NA,46,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110650","Amaluza","parroquia",2016,1,1,1,NA,NA,2,NA,1,NA,59,8,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110650","Amaluza","parroquia",2019,NA,1,2,NA,NA,1,1,NA,NA,52,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110650","Amaluza","parroquia",2020,NA,3,NA,NA,NA,NA,NA,3,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110850","Macara","parroquia",2015,1,NA,2,NA,1,NA,NA,7,1,39,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110850","Macara","parroquia",2016,1,NA,5,NA,NA,2,3,5,NA,30,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110850","Macara","parroquia",2019,2,NA,11,NA,2,2,2,4,2,33,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110850","Macara","parroquia",2020,NA,5,11,NA,2,2,1,4,NA,28,NA,NA,NA,1,NA,NA,NA,NA
"Ecuador","Loja","EC110950","Catacocha","parroquia",2015,7,2,15,NA,1,2,NA,25,NA,117,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110950","Catacocha","parroquia",2016,3,NA,1,NA,NA,NA,NA,34,1,108,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110950","Catacocha","parroquia",2019,5,1,5,NA,NA,1,NA,13,NA,128,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC110950","Catacocha","parroquia",2020,2,1,NA,NA,NA,NA,1,6,NA,66,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC111050","Alamor","parroquia",2015,NA,NA,3,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC111050","Alamor","parroquia",2016,1,1,3,NA,NA,1,1,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC111050","Alamor","parroquia",2019,NA,1,11,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC111050","Alamor","parroquia",2020,NA,NA,6,NA,NA,1,NA,3,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC111150","Saraguro","parroquia",2015,3,NA,6,NA,NA,5,5,4,1,43,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC111150","Saraguro","parroquia",2016,1,NA,3,NA,NA,1,1,NA,NA,48,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC111150","Saraguro","parroquia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Loja","EC111150","Saraguro","parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120150","Babahoyo","parroquia",2015,43,16,39,62,4,32,62,37,18,412,30,1,3,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120150","Babahoyo","parroquia",2016,26,44,43,62,4,20,23,29,15,469,36,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120250","Baba","parroquia",2015,NA,NA,2,NA,NA,1,1,1,NA,12,5,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120250","Baba","parroquia",2016,NA,NA,2,NA,1,1,1,2,NA,19,1,NA,NA,1,NA,NA,NA,NA
"Ecuador","Los Rios","EC120250","Baba","parroquia",2019,4,NA,1,NA,1,13,16,2,3,28,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120250","Baba","parroquia",2020,NA,NA,NA,NA,NA,4,4,5,7,8,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120452","San Juan","parroquia",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120452","San Juan","parroquia",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120452","San Juan","parroquia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120550","Quevedo","parroquia",2015,28,28,14,5,7,15,20,12,5,349,16,NA,2,NA,1,2,NA,NA
"Ecuador","Los Rios","EC120550","Quevedo","parroquia",2016,85,103,10,15,17,14,18,15,6,463,12,NA,4,1,2,4,NA,NA
"Ecuador","Los Rios","EC120651","Ricaurte","parroquia",2015,NA,1,3,NA,1,1,1,NA,NA,23,NA,NA,1,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120651","Ricaurte","parroquia",2016,NA,NA,5,1,NA,4,3,2,NA,53,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120651","Ricaurte","parroquia",2019,1,3,2,NA,NA,1,1,2,1,11,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120651","Ricaurte","parroquia",2020,2,NA,3,NA,NA,NA,NA,2,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120750","Ventanas","parroquia",2015,12,5,4,NA,1,5,4,4,3,22,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120750","Ventanas","parroquia",2016,5,12,5,1,3,2,6,8,1,60,6,NA,NA,4,NA,NA,NA,NA
"Ecuador","Los Rios","EC120750","Ventanas","parroquia",2019,4,3,7,NA,NA,9,8,9,2,55,8,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120750","Ventanas","parroquia",2020,1,5,1,NA,NA,3,4,3,4,34,6,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Los Rios","EC120850","Vinces","parroquia",2015,6,2,15,2,NA,9,10,20,10,159,4,NA,NA,NA,NA,NA,NA,NA
