"country","department","municipality","scale","COD","year","malaria_pVivax","malaria_pFalci"
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2000,0,0
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2000,0,0
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2000,0,0
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2000,227,65
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2000,1546,569
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2000,0,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2000,1211,638
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2000,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2000,573,162
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2000,122,19
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2000,348,38
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2001,0,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2001,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2001,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2001,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2001,0,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2001,0,0
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2001,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2001,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2001,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2001,0,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2001,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2001,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2001,0,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2001,0,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2001,0,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2001,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2001,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2001,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2001,0,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2001,0,0
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2001,0,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2001,0,0
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2001,0,0
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2001,1,0
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2001,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2001,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2001,0,0
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2001,258,46
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2001,88,1
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2001,0,0
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2001,85,14
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2001,198,7
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2001,0,0
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2001,0,0
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2001,354,47
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2001,0,0
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2001,0,0
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2001,0,0
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2001,158,22
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2001,478,204
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2001,0,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2001,836,445
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2001,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2001,294,117
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2001,225,31
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2001,250,60
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2002,0,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2002,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2002,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2002,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2002,0,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2002,0,1
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2002,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2002,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2002,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2002,0,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2002,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2002,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2002,0,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2002,0,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2002,0,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2002,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2002,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2002,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2002,0,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2002,0,0
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2002,0,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2002,0,0
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2002,0,0
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2002,0,0
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2002,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2002,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2002,0,0
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2002,133,85
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2002,98,19
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2002,0,0
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2002,74,2
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2002,216,5
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2002,0,0
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2002,0,0
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2002,392,2
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2002,0,1
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2002,0,0
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2002,0,0
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2002,298,14
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2002,869,291
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2002,0,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2002,1093,704
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2002,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2002,554,69
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2002,115,17
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2002,634,49
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2003,0,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2003,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2003,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2003,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2003,1,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2003,6,1
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2003,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2003,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2003,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2003,0,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2003,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2003,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2003,0,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2003,0,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2003,0,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2003,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2003,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2003,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2003,0,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2003,0,0
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2003,0,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2003,0,0
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2003,0,0
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2003,0,0
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2003,1,2
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2003,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2003,0,0
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2003,432,83
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2003,420,118
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2003,0,0
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2003,53,3
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2003,264,14
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2003,0,0
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2003,92,42
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2003,342,16
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2003,0,0
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2003,28,31
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2003,0,0
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2003,400,12
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2003,1821,708
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2003,0,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2003,2300,574
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2003,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2003,2066,85
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2003,139,24
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2003,1048,339
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2004,0,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2004,2,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2004,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2004,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2004,0,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2004,96,15
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2004,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2004,1,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2004,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2004,0,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2004,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2004,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2004,0,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2004,0,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2004,0,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2004,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2004,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2004,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2004,0,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2004,0,0
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2004,0,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2004,5,0
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2004,0,0
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2004,0,0
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2004,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2004,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2004,0,0
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2004,429,41
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2004,1344,582
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2004,0,0
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2004,169,30
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2004,867,32
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2004,0,0
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2004,37,5
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2004,715,103
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2004,0,0
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2004,58,20
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2004,0,0
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2004,410,41
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2004,2481,674
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2004,0,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2004,2175,582
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2004,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2004,10196,433
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2004,201,111
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2004,1278,186
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2005,0,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2005,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2005,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2005,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2005,0,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2005,47,0
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2005,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2005,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2005,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2005,0,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2005,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2005,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2005,0,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2005,0,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2005,0,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2005,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2005,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2005,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2005,0,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2005,0,0
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2005,0,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2005,3,1
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2005,0,0
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2005,0,0
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2005,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2005,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2005,0,0
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2005,463,68
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2005,3325,1007
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2005,1,0
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2005,149,17
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2005,1158,40
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2005,0,0
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2005,30,9
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2005,411,40
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2005,0,0
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2005,169,23
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2005,0,0
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2005,465,37
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2005,3209,813
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2005,0,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2005,2248,886
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2005,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2005,8367,584
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2005,125,11
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2005,1630,188
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2006,0,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2006,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2006,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2006,0,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2006,0,0
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2006,11,2
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2006,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2006,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2006,0,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2006,0,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2006,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2006,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2006,0,0
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2006,0,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2006,0,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2006,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2006,0,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2006,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2006,0,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2006,0,0
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2006,0,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2006,5,0
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2006,0,0
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2006,0,1
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2006,0,1
